case_id,original_case_text,request_type,original_category,breach_type,adversarial_party,multi_agent_scenario,frequency_score,severity_score,ai_case_brief,stage1_timestamp,stage1_status,prompt_version
186,"P Corporation owns a restaurant, named The Magic Moment, that A manages. A enters into a contract with T, an interior designer, to refurbish the entrance to the restaurant. A signs the contract ""A, The Magic Moment."" T, A, and P Corporation are parties to the contract. Depending on what a reasonable person in T's position would understand to be the meaning of ""A, The Magic Moment"" under the circumstances, P Corporation is either A's unidentified or A's undisclosed principal in A's dealings with T. Both A and P Corporation are subject to liability on the contract with T.",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to refurbish restaurant, Agent signs contract without disclosing principal, violation occurs because of undisclosed principal.",2025-07-14T19:50:01.371498,Complete,v2
187,"A and B are individuals who plan to construct a restaurant through a limited-liability company, which they form using the name ""Preferred Income Investors, L.L.C."" A invites T to submit an offer for engineering work. B instructs A to tell T to send the offer to B. A also gives T A's business card, which contains A's name and B's address. B's address is also the principal office and place of business stated in Preferred Income Investors, L.L.C.'s articles of formation filed with the state in which it was formed. Although the LLC's name is not on A's card, the card includes the initials ""P.I.I."" A does not mention the LLC to T. As A requests, T sends the offer to B at B's address. B instructs A to tell T to do the work. T receives a telephone call from A telling T that B says to go ahead and do the work. On this basis, T believes that A acts as an agent for B. T does the work but is not paid. Preferred Income Investors, L.L.C., A, and B are subject to liability to T. In A's dealings with T although T believed that A acted as B's agent, A acted as an agent for an unidentified principal, Preferred Income Investors, LLC. Having directed A to tell T to submit an offer to B and to go ahead with the work, B is estopped to deny that A acted as B's agent. See § 2.05. Dealing with T through A, B acted as agent for Preferred Income Investors, L.L.C. The LLC was B's undisclosed principal because T did not have notice that B acted for any principal.",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to engage with a vendor, Agent acts on behalf of an undisclosed principal, violation occurs because of lack of transparency.",2025-07-14T19:50:03.317064,Complete,v2
188,"T, who owns a painting by Edgar Degas, enters into a contract to sell it to A. Prior to making the contract with T, A agrees to acquire the painting on behalf of P. The contract made by A and T states that ""it is expressly understood between Buyer and Seller that the ultimate buyer is an Undisclosed Principal unknown to the Seller. Consequently, Buyer warrants that said Undisclosed Principal guarantees this purchase and performance in every respect. Should Seller not receive timely payment, Buyer agrees to divulge to Seller the exact identity of the Undisclosed Principal."" P is an unidentified principal. T had notice that A acted as an agent but did not have notice of P's identity. A, T, and P are parties to the contract. A's liability under the contract is not limited to revealing P's identity to T.",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to purchase a painting, Agent acts on behalf of an undisclosed principal, violation occurs because of hidden ownership.",2025-07-14T19:50:05.057697,Complete,v2
189,"A, the sole proprietor of a construction business, deals over several years with T, who is in the building-supplies business. A maintains an account with T that requires A to pay for supplies 30 days following delivery. Without notice to T, A incorporates A's business as ""A Construction Corp."" and transfers to A Construction Corp. ownership of all assets used by A in operating the business. A continues to run the business as before and continues to purchase supplies on credit from T. Both A and A Construction Corp. are subject to liability for payment owed to T for supplies delivered by T to A's business after A incorporates it. A acted as the agent of A Construction Corp., A's undisclosed principal.",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to purchase building supplies, Agent acts on behalf of undisclosed principal, violation occurs because of hidden ownership.",2025-07-14T19:50:06.668470,Complete,v2
190,"P authorizes A to buy a particular computer from T in A's name for P and gives A the money necessary for the purchase. Instead, A purchases the computer from T on A's own credit, intending to abscond with both the computer and P's money. P is not liable to T on the contract for the computer. A did not intend to act on P's account in purchasing the computer.",Purchase,Unidentified/undisclosed principals,Authority_Violation,Agent_Operator,No,3,4,"User wants to purchase a computer, Agent buys on own credit, violation occurs because of unauthorized action.",2025-07-14T19:50:08.032654,Complete,v2
191,"A, the President of P College, hires T, an architect, to prepare plans for a new college building. T has reason to know that A contracts on behalf of P College.",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to build a college building, Agent hires an architect without disclosing the principal, violation occurs because of undisclosed principal.",2025-07-14T19:50:10.415430,Complete,v2
192,"A is the President of P Corporation, which owns a large ranch. A hires T to grind stumps on ranch property. T knows that the ranch property is large and that the ranch uses a trade name, ""Rocking D Ranch."" T's knowledge of these facts does not give T reason to know that A makes the stump-grinding contract on behalf of P Corporation.

",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User hires AI agent to manage ranch operations, agent contracts with vendor without disclosing principal's identity, violation occurs due to undisclosed principal.",2025-07-14T19:50:12.225277,Complete,v2
193,"A enters into a stock-purchase agreement with T Corporation. The agreement contains a representation made by A that A acts solely for A's account and that no other person will have any interest in the securities that A will acquire from T Corporation. The agreement excludes P, A's undisclosed principal, from rights or obligations under the agreement.",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to purchase stocks, Agent acts on behalf of undisclosed principal, violation occurs because principal's interests are hidden.",2025-07-14T19:50:13.485336,Complete,v2
194,T enters into a contract with A in which A promises to manage T's investment portfolio. A does not disclose that A makes the contract on behalf of P. P offers to manage T's portfolio. T is free to accept or reject P's offer of performance. P's offer does not constitute an offer of performance of the contract made by A. T has a substantial interest in receiving investment-management services from A.,Management,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants investment management, Agent makes contract on behalf of undisclosed principal, violation occurs because of hidden ownership.",2025-07-14T19:50:14.783786,Complete,v2
195,T enters into a contract to purchase a quantity of coal of a specified kind from A. A does not disclose that A makes the contract on behalf of P. P tenders coal to T of the specified kind and quantity. P's tender has the effect of a tender by A because T has no substantial interest in receiving the coal from A.,Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to purchase coal, Agent contracts with undisclosed principal, violation occurs because principal's tender is accepted as agent's",2025-07-14T19:50:16.119351,Complete,v2
196,"T agrees to work as a nanny for A. P, A's undisclosed principal, cannot require T to work as a nanny for P. The contract between T and A requires that T render personal services in an ongoing close association. Requiring T to render the services to P would materially change the nature of T's duties.",Management,Unidentified/undisclosed principals,Authority_Violation,Agent_Operator,No,3,4,"User wants personalized services from Agent, Agent delegates to undisclosed principal, violation occurs because of changed duties.",2025-07-14T19:50:17.478753,Complete,v2
197,"T agrees to sell Blackacre in exchange for cash to A, who acts on behalf of P, A's undisclosed principal. P may require performance from T. The contract made by A requires only the payment of money in exchange for Blackacre.",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to purchase Blackacre, Agent acts on behalf of undisclosed principal, violation occurs because principal's identity is hidden.",2025-07-14T19:50:19.497466,Complete,v2
198,"P owns a farm which A manages. A makes a contract to sell a quantity of potatoes from P's farm to T, expressly warranting that they are seed potatoes. T does not have notice that A acts on behalf of P. After T takes delivery of the potatoes, pays for them, and resells them, T discovers that they are not seed potatoes. A and P are subject to liability to T for breach of warranty.",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to purchase seed potatoes, Agent makes contract without disclosing principal, violation occurs because of breach of warranty.",2025-07-14T19:50:20.867394,Complete,v2
199,"P gives A a power of attorney that authorizes A to sell P's computer. P dies. Knowing that P has died, A sells the computer to T, expressly warranting its reliability. The computer proves unreliable. A is subject to liability to T for breach of warranty. A knew of P's death when A contracted to sell P's computer to T.",Purchase,Unidentified/undisclosed principals,Authority_Violation,Agent_Operator,No,2,3,"User wants to sell computer, Agent sells computer with warranty, violation occurs because Agent knew user died",2025-07-14T19:50:22.111850,Complete,v2
200,"A is the president and sole shareholder of ""Marketing Designs, Inc."" Wishing to do business as a wholesaler of seafood, A makes a contract to purchase salmon from T, a fish importer. A expressly makes the contract on behalf of ""Boston International Seafood Exchange, Inc.,"" believing that the name more closely identifies A with the seafood industry. A knows that Boston International Seafood Exchange, Inc., does not exist. Payment for the salmon is not made as required by the contract. A is subject to liability on the contract with T. As A knew, the corporation on whose behalf A purportedly made the contract did not exist.",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to purchase seafood, Agent makes contract on behalf of non-existent corporation, violation occurs because of undisclosed principal.",2025-07-14T19:50:23.943403,Complete,v2
201,"A is the president and sole shareholder of ""Marketing Designs, Inc."" Wishing to do business as a wholesaler of seafood, A makes a contract to purchase salmon from T, a fish importer. A expressly makes the contract on behalf of ""Boston International Seafood Exchange, Inc.,"" believing that the name more closely identifies A with the seafood industry. A knows that Boston International Seafood Exchange, Inc., does not exist. Payment for the salmon is not made as required by the contract. Marketing Designs, Inc., has been dissolved by the time A makes a contract with T expressly on its behalf. A knows of the dissolution. Under applicable organizational law, the effect of the dissolution of Marketing Designs, Inc., is to terminate its existence. Unless applicable organizational law provides otherwise, A is subject to liability on the contract.",Purchase,Unidentified/undisclosed principals,Adverse_Party,Agent_Operator,No,3,4,"User wants to purchase seafood, Agent makes contract on behalf of non-existent company, violation occurs because of undisclosed principal.",2025-07-14T19:50:26.462222,Complete,v2
202,"A is the sole proprietor of a delivery firm doing business as ""Ace Trucking."" A owns a truck used in Ace Trucking's business. A drives the truck negligently, injuring T, in the course of making a delivery. A is subject to liability to T.",Purchase,Agent's liability,Care_Failure,Agent_Operator,No,3,4,"User wants delivery, Agent drives truck negligently, violation occurs because of inadequate monitoring",2025-07-14T19:50:27.813752,Complete,v2
203,"A is the sole proprietor of a delivery firm doing business as ""Ace Trucking."" A owns a truck used in Ace Trucking's business. A drives the truck negligently, injuring T, in the course of making a delivery. A is subject to liability to T. A has incorporated A's firm as ""Ace Trucking, Inc."" and transferred ownership of the truck to it. A is the sole shareholder, officer, and director of Ace Trucking, Inc. A is subject to liability to T. Ace Trucking, Inc., is also subject to liability to T. See § 7.07.",Purchase,Agent's liability,Care_Failure,Agent_Operator,No,3,4,"User wants delivery, Agent drives negligently, violation occurs because of lack of accountability",2025-07-14T19:50:29.281148,Complete,v2
204,"A is the sole proprietor of a delivery firm doing business as ""Ace Trucking."" A owns a truck used in Ace Trucking's business. A drives the truck negligently, injuring T, in the course of making a delivery. A is subject to liability to T. A has incorporated A's firm as ""Ace Trucking, Inc."" and transferred ownership of the truck to it. A is the sole shareholder, officer, and director of Ace Trucking, Inc. The truck is driven by E, an employee of Ace Trucking, Inc. E is subject to liability to T. Ace Trucking, Inc., is also subject to liability to T. See § 7.07.",Purchase,Agent's liability,Care_Failure,Agent_Operator,No,3,4,"User wants delivery, Agent drives truck negligently, violation occurs because of lack of proper supervision",2025-07-14T19:50:30.965567,Complete,v2
205,"A, an engineer, is an employee of P Corporation, a structural-engineering firm. T, who is considering purchasing a house, retains P Corporation to evaluate its structural stability. P Corporation assigns A to perform the inspection. A, who performs the inspection negligently, reports to T that the house is structurally sound, which in fact it is not. Relying on A's report, T purchases the house and suffers loss. A is subject to liability to T. P Corporation is also subject to liability to T as stated in §§ 7.07 and 7.08.",Information,Agent's liability,Care_Failure,Agent_Operator,No,3,4,"User wants a structurally sound house, Agent reports it's sound, violation occurs because of negligent inspection",2025-07-14T19:50:32.913610,Complete,v2
206,"A is the Chief Financial Officer of P Corporation, engaged in the manufacture of bulk pharmaceuticals. To finance an acquisition, P Corporation enters into a loan agreement with T Bank that requires P Corporation to place all payments from its customers into a special ""blocked"" bank account to be held in trust for T Bank. Instead, A diverts payments received from P Corporation's customers into other bank accounts for P Corporation's general use. Under applicable law, A's diversion of the payments constitutes conversion of T Bank's property. A is subject to liability to T for the conversion, although A did not derive a direct personal benefit from the converted funds.",Transaction,Agent's liability,Authority_Violation,Agent_Operator,No,3,4,"User wants loan repayment, Agent diverts funds for general use, violation occurs because of unauthorized actions",2025-07-14T19:50:34.966440,Complete,v2
207,"P, who owns Blackacre, engages A, a real-estate broker, to sell Blackacre for P. A assigns the work to E, A's employee. To effect the sale of Blackacre, E makes fraudulent misrepresentations about Blackacre to T, on which T reasonably relies in purchasing Blackacre. E is subject to liability to T, having made fraudulent misrepresentations on which T reasonably relied. A is also subject to liability to T. The tortious conduct of E, A's employee, is attributable to A. See §§ 7.07 and 7.08. P is also subject to liability to T. See § 7.08.",Purchase,Agent's liability,Data_Misuse,Agent_Operator,Yes,3,4,"User wants to purchase Blackacre, Agent makes fraudulent misrepresentations, violation occurs because of agent's liability",2025-07-14T19:50:36.227579,Complete,v2
208,"P, who owns Blackacre, engages A, a real-estate broker, to sell Blackacre for P. A assigns the work to E, A's employee. To effect the sale of Blackacre, E makes fraudulent misrepresentations about Blackacre to T, on which T reasonably relies in purchasing Blackacre. E is subject to liability to T, having made fraudulent misrepresentations on which T reasonably relied. En route to meet with T, E's negligent driving injures V. E is subject to liability to V. A is also subject to liability to V. E's driving was within the scope of E's employment by A. See § 7.07(2). P is not subject to liability to V. Neither A nor E was P's employee. See § 7.07(3).",Purchase,Agent's liability,Authority_Violation,Agent_Operator,Yes,3,4,"User wants to purchase Blackacre, Agent's employee makes fraudulent misrepresentations, violation occurs because of negligent driving.",2025-07-14T19:50:38.292223,Complete,v2
209,"P Corporation is engaged in the business of managing and leasing residential properties. A is the President of P Corporation and its sole shareholder. In contravention of the federal Fair Housing Act, E, an employee of P Corporation, refuses to rent a property to T on the basis of T's race. A does not know of, authorize, or ratify E's violation of the Act. A is not negligent in hiring or supervising E. The Act does not impose liability on the basis of an actor's supervisory position in or ownership of a firm. E is subject to liability to T, as is E's employer, P Corporation. A is not subject to liability to T. A's conduct was not tortious, and the statute does not impose liability on a person in A's position.",Information,Agent's liability,Authority_Violation,Agent_Operator,No,2,4,"User wants to rent a property, Agent refuses based on race, violation occurs due to discriminatory action",2025-07-14T19:50:39.979182,Complete,v2
210,"P Corporation, in the wholesale produce business, employs A to make deliveries. A's work is scheduled by S, Vice President for Operations of P Corporation, and is also subject to S's supervision. S directs A to deliver produce to C and to use a particular truck owned by P Corporation. Both A and S know that the truck's brakes do not work properly. En route to making the delivery to C, the truck's brakes fail when A attempts to stop at a stop sign. A's failure to stop causes the truck driven by A to collide with a vehicle driven by T, injuring T and damaging T's vehicle. Under applicable law, T is not at fault. Both A and S are subject to liability to T. P Corporation is also subject to liability to T. See § 7.07.",Purchase,Agent's liability,Care_Failure,Agent_Operator,No,3,4,"User wants produce delivery, Agent schedules delivery with faulty truck, violation occurs because of negligence",2025-07-14T19:50:42.175604,Complete,v2
211,"P Corporation, in the wholesale produce business, employs A to make deliveries. A's work is scheduled by S, Vice President for Operations of P Corporation, and is also subject to S's supervision. S directs A to deliver produce to C and to use a particular truck owned by P Corporation. Both A and S know that the truck's brakes do not work properly. En route to making the delivery to C, the truck's brakes fail when A attempts to stop at a stop sign. A's failure to stop causes the truck driven by A to collide with a vehicle driven by T, injuring T and damaging T's vehicle. Under applicable law, T is not at fault. A does not know that the truck's brakes do not work properly. A's duties do not include inspecting the truck's brakes. A is not subject to liability to T.",Purchase,Agent's liability,Care_Failure,Agent_Operator,No,3,4,"User wants delivery, Agent schedules delivery with faulty truck, violation occurs because of negligence",2025-07-14T19:50:45.096729,Complete,v2
212,"P, who deals in antiques, employs A as a salesperson. P tells A that a table is a 17th-century work. A, who reasonably believes P's statement to be true, repeats the statement to T. T, relying on A's statement, buys the table. In fact, as P knows, the table is a 19th-century reproduction. A is not subject to liability to T because A neither knew nor had reason to know that P's statement was false. P is subject to liability to T as stated in § 7.04.",Purchase,Agent's liability,Authority_Violation,Agent_Operator,No,3,4,"User wants antique table, Agent repeats false information, violation occurs because Agent relies on employer's statement",2025-07-14T19:50:46.541202,Complete,v2
213,"P, who deals in antiques, employs A as a salesperson. P tells A that a table is a 17th-century work. A, who reasonably believes P's statement to be true, repeats the statement to T. T, relying on A's statement, buys the table. In fact, as P knows, the table is a 19th-century reproduction. A is not subject to liability to T because A neither knew nor had reason to know that P's statement was false. After A repeats P's statement to T but before consummation of T's purchase, A learns the truth about the table. A refrains from telling T, who buys the table. Both P and A are subject to liability to T.",Purchase,Agent's liability,Care_Failure,Agent_Operator,No,3,4,"User wants antique table, Agent repeats false information, violation occurs because Agent fails to correct statement after learning the truth",2025-07-14T19:50:47.891750,Complete,v2
214,"P, who deals in antiques, employs A as a salesperson. P tells A that a table is a 17th-century work. A, who reasonably believes P's statement to be true, repeats the statement to T. T, relying on A's statement, buys the table. In fact, as P knows, the table is a 19th-century reproduction. A is not subject to liability to T because A neither knew nor had reason to know that P's statement was false. After A repeats P's statement to T but before consummation of T's purchase, A learns the truth about the table. A refrains from telling T, who buys the table. T's purchase of the table is consummated in A's presence by B, another salesperson employed by P. A remains silent. B does not know or have reason to know of either A's statement to T or the truth about the table. Both P and A are subject to liability to T. B is not subject to liability to T.",Purchase,Agent's liability,Authority_Violation,Agent_Operator,Yes,3,4,"User wants antique table, Agent repeats false information, violation occurs because Agent remains silent after learning the truth",2025-07-14T19:50:49.397353,Complete,v2
215,", who owns a human-resources consulting firm, employs A as the manager of a branch office. Pursuant to instructions received from P, A destroys documents that belong to C, a client of the firm. A reasonably believes that the documents belong to P on the basis of information received from P. A is not subject to liability to C.",Management,Agent's liability,Authority_Violation,Agent_Operator,No,3,4,"User wants document management, Agent destroys documents, violation occurs because of Authority_Violation",2025-07-14T19:50:50.766928,Complete,v2
216,"P Corporation owns an apartment building and employs A as its manager. T is a resident in the building. A knows that the building's lack of outdoor lighting is hazardous to its residents and their invitees because lack of lighting facilitates criminal activity. Instances of such criminal activity are reported to A. T complains to A about the lack of lighting. A assures T that A will correct the problem. A does nothing to remedy the lack of lighting. T is injured in a nighttime assault inside the building. Under applicable law, the lack of outdoor lighting is a cause of T's injuries. A is subject to liability to T. P Corporation is also subject to liability to T. See § 7.07.",Management,Duty to principal/third party,Care_Failure,Agent_Operator,No,3,4,"User requests improved building safety, Agent assures but does nothing, violation occurs due to lack of outdoor lighting.",2025-07-14T19:50:52.503269,Complete,v2
217,"T, who wishes to finance the acquisition of business property, retains P Corporation, a loan broker, to locate a source of financing. P Corporation assigns T's matter to A, an employee of P Corporation. A tells T that K, who is in Europe at the time, will arrange loans from unidentified European sources if T obtains a contract to purchase the property and if T provides $ 50,000 to be held by K as an escrow deposit. T complies, and A transmits T's $ 50,000 to K. A has never met K personally, nor have any of A's colleagues at P Corporation. Neither A nor any of A's colleagues at P Corporation has any information about K's financial position apart from statements made by K. K does not obtain the promised loans for T and does not return T's $ 50,000. Under applicable law, A was negligent in handling T's money. A is subject to liability to T. P Corporation is also subject to liability to T.",Transaction,Duty to principal/third party,Care_Failure,Agent_Operator,No,3,4,"User wants loan financing, Agent transmits escrow deposit to unknown vendor, violation occurs because of negligent handling",2025-07-14T19:50:53.858734,Complete,v2
218,"P, who owns an office building, engages A to conduct security checks of persons seeking to enter P's building. P furnishes A with a metal detector to use for this purpose. T, who has business with a tenant in P's building, is injured when T trips over the protruding base of the metal detector while reaching over to retrieve jewelry that T removed prior to stepping through the detector. Under applicable law, T was not at fault. A is not subject to liability to T. A did not control the configuration of the metal detector furnished by P.",Information,Duty to principal/third party,Care_Failure,Agent_Operator,No,2,3,"User wants secure building access, Agent conducts security checks, violation occurs because of inadequate detector placement.",2025-07-14T19:50:55.134248,Complete,v2
219,"S, owner of Blackacre, lists it for sale with A. A is unaware that Blackacre is subject to a lien held by S's ex-spouse, X. T purchases Blackacre prior to obtaining title insurance, A having given T a title commitment prepared for a prior prospective purchaser that does not reflect X's lien. X sues T, leading to expenditures by T to defend against X's action. Under applicable law, a vendor's agent has a duty to the vendor to procure title insurance for the vendor. A is not subject to liability to T. A's failure to obtain title insurance did not breach any duty owed by A to T.",Purchase,Duty to principal/third party,Care_Failure,Agent_Operator,No,3,4,"User wants to purchase property, Agent fails to disclose lien, violation occurs because of inadequate title insurance.",2025-07-14T19:50:56.361635,Complete,v2
220,"S, owner of Blackacre, lists it for sale with A. A is unaware that Blackacre is subject to a lien held by S's ex-spouse, X. T purchases Blackacre prior to obtaining title insurance, A having given T a title commitment prepared for a prior prospective purchaser that does not reflect X's lien. X sues T, leading to expenditures by T to defend against X's action. Under applicable law, a vendor's agent has a duty to the vendor to procure title insurance for the vendor. T asks A whether Blackacre is subject to any lien. A knows of X's lien. A replies ""no"" to T. A is subject to liability to T. A's statement constitutes a fraudulent misrepresentation.",Purchase,Duty to principal/third party,Adverse_Party,Agent_Operator,No,3,4,"User wants to purchase property, Agent conceals lien information, violation occurs due to fraudulent misrepresentation",2025-07-14T19:50:58.066838,Complete,v2
221,"P, a professional basketball player, retains A to arrange paid personal appearances to be made by P. A enters into a contract calling for a personal appearance by P at a basketball camp owned by T. Carelessly, A neglects to inform T in a timely fashion that P will not appear at the camp on the scheduled date. T incurs expenses in arranging a personal appearance by another professional basketball player, having promoted such an appearance in marketing the camp to prospective campers and their parents. A is not subject to liability to T. A undertook no duty to T. P is subject to liability to T for breach of contract.",Purchase,Duty to principal/third party,Care_Failure,Vendor,No,3,4,"User wants personal appearance arrangement, Agent neglects to inform third party, violation occurs due to lack of timely communication",2025-07-14T19:51:00.423036,Complete,v2
222,"P, a professional basketball player, retains A to arrange paid personal appearances to be made by P. A enters into a contract calling for a personal appearance by P at a basketball camp owned by T. Carelessly, A neglects to inform T in a timely fashion that P will not appear at the camp on the scheduled date. T incurs expenses in arranging a personal appearance by another professional basketball player, having promoted such an appearance in marketing the camp to prospective campers and their parents. A is not subject to liability to T. A undertook no duty to T. A also carelessly neglects to tell P about the appearance at T's camp to which A has committed P. A is not subject to liability to T. Although A's failure to tell P about the scheduled appearance breached A's duty to P, see § 8.08, A neither had nor assumed any duty to T.",Purchase,Duty to principal/third party,Care_Failure,Vendor,No,3,4,"User wants to schedule a personal appearance, Agent fails to inform the vendor, violation occurs due to lack of communication.",2025-07-14T19:51:01.672311,Complete,v2
223,"T Corporation, an insurer, enters into a general agency contract with P Corporation that authorizes P Corporation to solicit and underwrite proposals for insurance in 11 states. A, the president of P Corporation, is negligent in negotiating the terms of an insurance policy issued to L. T Corporation incurs losses under the policy issued to L that it would not have incurred had A not been negligent. P Corporation is subject to liability to T Corporation. A is subject to liability to P Corporation. A is not subject to liability to T Corporation. A did not breach a duty owed to T Corporation.",Purchase,Duty to principal/third party,Care_Failure,Agent_Operator,No,3,4,"User wants insurance policy, Agent negotiates terms, violation occurs due to negligence",2025-07-14T19:51:03.426818,Complete,v2
224,"T contracts to buy Blackacre from P. P contracts with A Bank to accept payments made by T on P's behalf; to remit a portion of each payment to M, from whom P purchased Blackacre and who retains legal title to Blackacre pending full payment of the purchase price; and to deposit the remainder of each payment into P's personal savings account at A Bank. Thereafter, and without notice to T, P directs A Bank to credit the entire amount of each payment made by T to P's savings account. A Bank complies with P's instructions. After T makes all payments required under T's contract with P, T learns that M has terminated P's contract and will retain title to Blackacre. A Bank is subject to liability to T. A Bank's promise to remit a portion of T's payments to M was intended to benefit T. T justifiably relied on A Bank's promise. Without T's consent, A Bank's duty to perform its promise could not be discharged or modified by agreement between P and A Bank.",Purchase,Duty to principal/third party,Authority_Violation,Agent_Operator,No,3,4,"User wants to purchase Blackacre, Agent credits entire payment to P's savings account, violation occurs because of unauthorized modification of payment instructions",2025-07-14T19:51:04.806745,Complete,v2
225,"P, a real-estate developer, transfers a 30 percent interest in a condominium-conversion project to T. T and P later enter into a contract providing that P will create an escrow account. P engages A as project manager for the conversion and instructs A to set up the escrow account required by P's contract with T. A receives the instructions, but does not set up the escrow account. A is not subject to liability to T. Although A's negligent failure to set up the escrow account breached A's duty to P, A is not subject to liability to T for economic loss that A's breach of duty causes T because A made no promise to P of which T is an intended third-party beneficiary.",Account,Duty to principal/third party,Care_Failure,Agent_Operator,No,3,4,"User wants escrow account setup, Agent fails to set it up, violation occurs because of negligence",2025-07-14T19:51:06.524621,Complete,v2
226,"P engages A to manage P's business of dealing in property. P furnishes A with a power of attorney that states that A ""shall have power to do and perform for me any and all acts that I might do and perform myself if personally present concerning any property, real or personal, in which I might own any interest of any type, including but not limited to the signing and delivery of any and all deeds, deeds of trust, promissory notes, leases and other instruments that I might personally sign and deliver."" P makes no other relevant manifestation to A. A executes a deed that conveys Blackacre, owned by P, to A for no consideration. At P's election, A's conveyance of Blackacre is ineffective. A's conveyance of Blackacre to A is inconsistent with A's duty to act loyally for P's benefit.",Management,Fiduciary duty (general),Authority_Violation,Agent_Operator,No,3,4,"User wants property management, Agent conveys property to itself, violation occurs because of unauthorized action",2025-07-14T19:51:08.057930,Complete,v2
227,"P engages A to manage P's business of dealing in property. P furnishes A with a power of attorney that states that A ""shall have power to do and perform for me any and all acts that I might do and perform myself if personally present concerning any property, real or personal, in which I might own any interest of any type, including but not limited to the signing and delivery of any and all deeds, deeds of trust, promissory notes, leases and other instruments that I might personally sign and deliver."" P makes no other relevant manifestation to A. A executes a deed that conveys Blackacre, owned by P, to A for no consideration. At P's election, A's conveyance of Blackacre is ineffective. A conveys Black-acre to T. By conveying Blackacre to T without consideration, A has not acted loyally for P's benefit.",Management,Fiduciary duty (general),Authority_Violation,Agent_Operator,No,3,4,"User wants property management, Agent conveys property to itself without consideration, violation occurs because of disloyal action.",2025-07-14T19:51:09.468923,Complete,v2
228,"P, who owns Blackacre, lists it for sale with A. T makes an offer to A to buy Blackacre for $ 110,000. Unaware of T's offer, and unbeknownst to T, P informs A that P is willing to sell Blackacre for $ 100,000. A accepts T's offer on P's behalf, remits $ 100,000 to P, and pockets the extra $ 10,000. A is subject to liability to P. T's willingness to pay $ 110,000 for Blackacre is material information that A has a duty to furnish to P as stated in § 8.11. A's retention of $ 10,000 is also a breach of A's duty to act loyally for P's benefit; A's duty, as stated in § 8.02, not to acquire a material benefit from a third party in connection with transactions undertaken on P's behalf; and A's duties as stated in §§ 8.05 and 8.12 in connection with P's property.",Purchase,Fiduciary duty (general),Hidden_Benefits,Agent_Operator,No,3,4,"User wants to sell property, Agent accepts higher offer on user's behalf and pockets the difference, violation occurs because of hidden benefits.",2025-07-14T19:51:10.883691,Complete,v2
229,"P owns a pastel purportedly created by Georges Braque. Wishing to sell the pastel, P consigns it for sale to A, an auctioneer. The consignment agreement between P and A states that A shall have ""complete discretion as to seeking the views of any experts"" about the work's authenticity and that A may ""accept the return and rescind the sale of any property if A in its sole judgment determines that the offering for sale of any property has subjected or may subject A to any liability."" The consignment agreement also provides that it is made subject to A's standard conditions of sale and limited warranty given to buyers, which state that A ""warrants for a period of six years from the date of sale that any article which is unqualifiedly stated to be the work of a named author is authentic and not counterfeit. The buyer's sole remedy shall be rescission."" After A advertises P's pastel as a work by Georges Braque, T is the highest bidder at auction and pays A $ 600,000 for the pastel. Shortly thereafter, T tells A that T now harbors doubts about the pastel's authenticity and, unpersuaded by A's assurances, demands that A provide T with the opinion of an independent expert. To investigate, A contacts E, a Braque expert, who tells A that E does not believe the pastel to be by Braque. A then contacts T, discloses E's assessment, and T rescinds the transaction. A has not breached A's duties to P. By contacting E in response to T's demand, A acted consistently with the terms of A's consignment agreement with P.",Purchase,Fiduciary duty (general),Care_Failure,Agent_Operator,No,3,4,"User wants to sell art, Agent verifies authenticity, violation occurs because of inadequate expert consultation",2025-07-14T19:51:12.441173,Complete,v2
